can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,Tot_Mon,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"MALIN, EDWARD ANTHONY",H,REP,OPEN,FL,57100.00,,57100.00,89798.78,,-2698.78,89798.78,4/1/2016,9/30/2016,,
"MATORY, LIZ MS.",H,REP,OPEN,MD,41157.00,,41157.00,40260.54,,-1487.84,40110.57,7/1/2015,9/30/2016,,
"MATTHEWS, ANDREW",H,REP,OPEN,NV,234600.62,,234600.62,255205.38,,32.32,253055.38,6/1/2015,9/30/2016,,
"MATTHEWS, KATHLEEN",H,DEM,OPEN,MD,2254804.97,4653.17,2259458.14,2864909.51,,35441.07,2738993.74,4/1/2015,9/30/2016,,
"MAY, DONALD ROBERT LEE",H,REP,OPEN,TX,53164.00,,53164.00,177276.81,3694.57,-1132.06,176407.96,1/1/2015,9/30/2016,,
"MCAFEE, JOHN DAVID",P,LIB,OPEN,TN,20247.23,,20247.23,35816.73,,16430.50,59502.95,2/1/2016,9/30/2016,,
"MCNULTY, TERRY J MR.",H,REP,OPEN,WI,10244.17,,10244.17,12975.67,,-1267.50,12975.67,1/1/2016,9/30/2016,,
"MESPLAY, KENT PHILIP",P,GRE,OPEN,CA,3756.00,,3756.00,4574.00,46.00,79.00,,1/1/2015,9/30/2016,,
"MESSINA, PETER",P,REP,OPEN,FL,133.00,,133.00,5143.77,,-2245.83,5955.29,7/1/2015,9/30/2016,,
"MILLER, DARLENE",H,REP,OPEN,MN,411749.70,16695.92,428445.62,428258.47,,2822.92,369722.70,1/1/2016,9/30/2016,,
"MILLS, JOHN",H,REP,OPEN,FL,380.00,,380.00,8576.29,1223.45,523.13,8576.29,1/1/2015,9/30/2016,,
"MILLS, JOHN JOHN",H,REP,OPEN,TN,380.00,,380.00,8576.29,1223.45,523.13,8576.29,1/1/2015,9/30/2016,,
"MORAN, JEFF",H,REP,OPEN,FL,15845.00,,15845.00,20240.80,,604.20,19440.80,1/1/2016,9/30/2016,,
"NEGRON, REBECCA",H,REP,OPEN,FL,1115993.25,,1115993.25,1124011.67,,365.79,947252.46,4/1/2015,9/30/2016,,
"NIGHTENHELSER, TODD ALAN",H,DEM,OPEN,IN,2344.18,,2344.18,715.83,,9.58,715.83,7/1/2015,9/30/2016,,
"NIKPOUR, NOELLE",H,REP,OPEN,FL,225827.00,,225827.00,231207.88,,619.12,180207.88,7/1/2015,9/30/2016,,
"O'MALLEY, MARTIN JOSEPH",P,DEM,OPEN,MD,4689261.33,,4689261.33,6259942.64,,98477.68,57463215.84,4/1/2015,9/30/2016,,
"OLSON, JUSTIN",H,REP,OPEN,AZ,52575.12,,52575.12,152409.84,,945.97,151429.15,1/1/2016,9/30/2016,,
"PACE, JIM",H,REP,OPEN,GA,280547.01,,280547.01,528762.17,,1784.84,524812.17,1/1/2016,9/30/2016,,
"PALACIOS, JUAN SONNY JR",H,DEM,OPEN,TX,186010.98,,186010.98,478221.34,,-3544.16,467030.14,11/17/2015,9/30/2016,,
"PAPE, MICHAEL J",H,REP,OPEN,KY,423854.00,,423854.00,425120.66,,32.00,421593.22,10/1/2015,9/30/2016,,
"PASICK, DAVID MATTHEW",H,LIB,OPEN,NY,136.00,,136.00,18.92,,125.00,11.00,4/1/2016,9/30/2016,,
"PATAKI, GEORGE E",P,REP,OPEN,NY,511332.35,,511332.35,535130.57,,12136.98,978642.03,4/1/2015,9/30/2016,,
"PAVLOV, PHILLIP S.",H,REP,OPEN,MI,370152.60,,370152.60,401598.96,,2719.55,399510.96,1/1/2015,9/30/2016,,
"PELLERIN, JOSHUA A",S,DEM,OPEN,LA,75007.00,,75007.00,164587.00,,119.00,152310.00,1/1/2016,9/30/2016,,
"PERRY, JAMES R (RICK)",P,REP,OPEN,TX,1336316.18,,1336316.18,1767403.90,342088.67,1818.05,8857331.09,1/1/2015,9/30/2016,,
"PETERSEN, AUSTIN WADE",P,LIB,OPEN,MO,115300.01,,115300.01,115433.21,,,574419.43,11/25/2015,9/30/2016,,
"PETERSON, BOB",H,REP,OPEN,CA,18918.00,,18918.00,29135.64,,1823.36,29094.64,1/1/2016,9/30/2016,,
"PFAFF, JAMES R",H,REP,OPEN,IN,28512.43,,28512.43,31777.63,,,31514.68,7/1/2015,9/30/2016,,
"PIDOT, PHILIP MARTIN",H,REP,OPEN,NY,132208.03,,132208.03,152210.22,,,144110.22,1/1/2016,9/30/2016,,
"POWELL, ADAM CLAYTON IV",H,DEM,OPEN,NY,172674.18,,172674.18,204022.24,25797.90,25405.29,198010.61,1/1/2015,9/30/2016,,
"PRAG, CHOMI",P,REP,OPEN,WI,1000.00,,1000.00,1000.00,,,,10/13/2015,9/30/2016,,
"PUESCHEL, DEBORAH KATZ",H,W,OPEN,FL,,,0.00,,698.00,698.00,,1/1/2015,9/30/2016,,
"RANDOLPH, SUSANNAH",H,DEM,OPEN,FL,773789.34,,773789.34,770177.02,,10266.76,721723.65,7/1/2015,9/30/2016,,
"RAY, LAKE GROSS III",H,REP,OPEN,FL,125801.64,,125801.64,232966.93,,1572.71,231478.93,4/1/2016,9/30/2016,,
"RIENTS, DONALD RAY",H,REP,OPEN,IL,7052.98,,7052.98,6871.41,,181.57,6871.41,4/1/2015,9/30/2016,,
"ROBERSON, MICHAEL",H,REP,OPEN,NV,976153.00,,976153.00,977617.22,,,829085.26,7/1/2015,9/30/2016,,
"ROBINSON JR, JACK BURTON",P,LIB,OPEN,SC,22518.00,,22518.00,20913.00,,1568.00,,7/1/2015,9/30/2016,,
"RODEO, KENNY",P,REP,OPEN,CO,,,0.00,,,,,4/1/2015,9/30/2016,,
"ROGERS, WENDY",H,REP,OPEN,AZ,485207.13,,485207.13,545110.32,53966.09,7152.78,478034.32,1/1/2015,9/30/2016,,
"ROSA, ANGEL",H,DEM,OPEN,PR,210962.86,,210962.86,207382.25,,3580.61,191459.25,12/20/2015,9/30/2016,,
"ROSS, HERMAN HENRY II",H,REP,OPEN,MS,107884.26,,107884.26,108000.49,-301.75,-368.76,103867.22,1/1/2015,9/30/2016,,
"ROTH, RICK",H,REP,OPEN,FL,90940.52,,90940.52,90940.64,,-0.12,19302.80,10/1/2015,9/30/2016,,
"RUBIN, JOEL MARTIN",H,DEM,OPEN,MD,290645.62,,290645.62,283160.79,,8070.43,260533.70,10/1/2015,9/30/2016,,
"RUBIO, MARCO",P,REP,OPEN,FL,45818117.38,662431.58,46480548.96,51191082.94,3338454.00,273485.43,394899772.80,1/1/2015,9/30/2016,,
"SALINAS, XAVIER MR.",H,REP,OPEN,TX,99780.19,,99780.19,99342.24,,437.95,93692.24,7/1/2015,9/30/2016,,
"SANTORUM, RICHARD J.",P,REP,OPEN,PA,1380637.19,,1380637.19,1849450.62,19180.37,28110.69,14156209.75,1/1/2015,9/30/2016,,
"SCHNEIDER, HELENE",H,DEM,OPEN,CA,653088.10,,653088.10,667766.05,,,565785.05,1/1/2015,9/30/2016,,
"SCHREY, ELIZABETH ANNE",H,NPA,OPEN,FL,213.00,,213.00,212.00,,,212.00,4/1/2016,9/30/2016,,
"SCHRINER, JOSEPH CHARLES",P,UNK,OPEN,OH,8095.00,,8095.00,8085.00,,10.00,,7/15/2014,9/30/2016,,
"SHEWBERT, DUSTIN RYAN MR SR",P,REP,OPEN,MD,,,0.00,,,,,7/1/2015,9/30/2016,,
"SHORT, BRYON HALL",H,DEM,OPEN,DE,225232.85,,225232.85,210296.12,,25416.73,133051.12,7/1/2015,9/30/2016,,
"SHREFFLER, DOUG",P,DEM,OPEN,CA,,,0.00,30227.46,,-8765.32,35860.14,1/1/2015,9/30/2016,,
"SINGER, ALEX CHANNING",H,DEM,OPEN,NV,4864.97,,4864.97,3559.88,,878.24,3559.88,1/1/2016,9/30/2016,,
"SMITH, DARIN DALE",H,REP,OPEN,WY,50966.00,,50966.00,93539.17,,532.83,93233.17,1/1/2016,9/30/2016,,
"SMITH, WILLIAM ROGER",P,IND,OPEN,WV,264.00,,264.00,3.00,,25.00,790.00,1/1/2016,9/30/2016,,
"SPONHEIM, DAVID JON",P,OTH,OPEN,WA,287.00,,287.00,525.00,3448.00,3256.00,,1/1/2015,9/30/2016,,
"STARR, MICHAEL BOB",H,REP,OPEN,TX,248906.67,,248906.67,274319.86,,,262111.03,11/9/2015,9/30/2016,,
"STOKES, STEVE",S,DEM,OPEN,CA,12678.00,,12678.00,12455.20,249.91,2126.00,7738.20,1/1/2015,9/30/2016,,
"STUBSON, TIMOTHY MICHAEL",H,REP,OPEN,WY,193826.13,,193826.13,269226.13,,,263339.40,1/1/2016,9/30/2016,,
"STUTZMAN, MARLIN A",S,REP,OPEN,IN,2383825.00,10860.00,2394685.00,2907440.62,469796.12,469.00,2580541.62,1/1/2015,9/30/2016,,
"TAGERT, MIKE",H,REP,OPEN,MS,481355.00,,481355.00,474519.78,,6835.22,444649.78,1/1/2015,9/30/2016,,
"TAYLOR, PRISCILLA ANN",H,DEM,OPEN,FL,163619.00,,163619.00,136255.22,,27363.78,88210.22,4/1/2015,9/30/2016,,
"TEIJEIRO, ANNETTE",H,REP,OPEN,NV,46457.67,,46457.67,46779.68,-6393.23,97636.08,46779.68,1/1/2015,9/30/2016,,
"THOMAS, MARY",H,REP,OPEN,FL,1050597.52,,1050597.52,1032367.05,,63230.47,1032317.05,7/1/2015,9/30/2016,,
"TOWNSEND, BRYAN",H,DEM,OPEN,DE,749249.62,,749249.62,756861.26,,12493.42,756556.20,7/1/2015,9/30/2016,,
"TRONE, DAVID",H,DEM,OPEN,MD,13420951.45,,13420951.45,13386290.19,,35674.17,13381923.77,7/23/2015,9/30/2016,,
"TURNER, INGRID",H,DEM,OPEN,MD,97107.00,,97107.00,317115.47,,,68941.63,4/1/2015,9/30/2016,,
"UHRIC, RAYMOND JOHN",P,DEM,OPEN,PA,,,0.00,828.00,,,,4/21/2015,9/30/2016,,
"VALENTINE, JAMES",P,NNE,OPEN,FL,,,0.00,7545.01,,45054.99,22635.03,10/21/2015,9/30/2016,,
"VIVONI, MIGUEL HERNANDEZ",H,OTH,OPEN,PR,22000.00,,22000.00,27285.23,4802.65,-482.58,27285.23,1/1/2015,9/30/2016,,
"WALKER, SCOTT",P,REP,OPEN,WI,8397920.15,,8397920.15,9011325.11,,30171.29,85622863.11,6/17/2015,9/30/2016,,
"WALTZ, DARRYL BRENT JR",H,REP,OPEN,IN,187478.49,,187478.49,306903.49,,,283891.18,7/1/2015,9/30/2016,,
"WAYNE, WALTER MR.",P,NNE,OPEN,CA,28.51,,28.51,28.51,,,28.51,4/1/2016,9/30/2016,,
"WEBB, JAMES",P,UNK,OPEN,VA,776578.43,,776578.43,766161.15,,10667.28,3186626.99,11/20/2014,9/30/2016,,
"WEGMAN, GARY",H,DEM,OPEN,PA,6599.97,,6599.97,7099.97,500.00,,7099.97,1/1/2016,9/30/2016,,
"WELLS, ROBERT CARR JR",P,DEM,OPEN,NC,16344.00,,16344.00,47987.00,223.00,13.00,,1/1/2015,9/30/2016,,
"WELLS, STEVEN M",H,REP,OPEN,NY,483991.40,,483991.40,843723.15,,6058.50,762832.90,2/1/2016,9/30/2016,,
"WESTLEY, TIMMY LEE",H,REP,OPEN,TX,14411.00,,14411.00,13173.00,1.00,601.00,8606.00,10/1/2015,9/30/2016,,
"WHITE, JEROME S",P,SEP,OPEN,MI,9786.00,,9786.00,8252.00,,1532.00,,4/1/2016,9/30/2016,,
"WHITED, JOE",H,REP,OPEN,VA,47345.00,,47345.00,51036.09,,1941.90,51036.09,1/1/2016,9/30/2016,,
"WHITWELL, ROBERT QUENTIN JR",H,REP,OPEN,MS,217570.27,,217570.27,218740.27,,,217740.27,1/1/2015,9/30/2016,,
"WICHERN, MARK",H,REP,OPEN,FL,34026.00,,34026.00,76745.00,57.35,4686.00,71495.00,1/1/2015,9/30/2016,,
"WRIGHT, KEITH L T",H,DEM,OPEN,NY,943192.88,,943192.88,877019.11,,65485.05,871262.83,2/17/2015,9/30/2016,,
"ZOELLER, GREGORY FRANCIS MR.",H,REP,OPEN,IN,300885.58,,300885.58,294147.57,,1510.24,275623.57,7/1/2015,9/30/2016,,
"PERKINS, BILL",H,DEM,OPEN,NY,20796.88,,20796.88,20796.88,,,15795.49,7/1/2015,9/27/2016,,
"ZUMWALT, JAMES",H,REP,OPEN,FL,139903.23,,139903.23,139903.23,,,134503.23,4/1/2016,9/25/2016,,
"BEGAY, CARLYLE WILMER",H,REP,OPEN,AZ,92351.09,,92351.09,92351.09,,,89815.12,1/1/2016,9/23/2016,,
"CHRISTENSEN, LELAND G",H,REP,OPEN,WY,158226.83,,158226.83,164726.93,,,146731.01,1/1/2016,9/23/2016,,
"GALLOWAY, PAMELA GAIL",H,REP,OPEN,IN,138095.04,,138095.04,388095.04,,,382524.49,4/1/2015,9/23/2016,,
"ALLEN-REESE, POGO MOCHELLO",P,REP,OPEN,TX,19673.70,,19673.70,19673.00,,,,1/1/2015,9/22/2016,,
"MCDERMOTT, JAMES JOSEPH",H,DEM,OPEN,WA,487056.97,,487056.97,487056.97,,,468435.42,1/1/2016,9/22/2016,,
"GRAHAM, LINDSEY O",P,REP,OPEN,SC,3852649.16,2090618.34,5943267.50,6010010.20,,,57822660.09,1/14/2015,9/20/2016,,
"BAKER, TERRY HUNTER JR.",H,REP,OPEN,TN,10328.99,,10328.99,10328.99,,,10120.63,4/1/2016,9/14/2016,,
"SCHOTT, LYNN",H,REP,OPEN,CA,96984.30,,96984.30,143586.35,,,96584.30,1/1/2015,9/13/2016,,
"XUNA, JOHN (AKA JUAN)",H,DEM,OPEN,FL,1849.31,,1849.31,,,2499.31,,4/1/2015,9/8/2016,,
"SANBORN, ALAN",H,REP,OPEN,MI,60538.40,,60538.40,63538.40,,,60514.59,4/1/2015,9/2/2016,,
"STERN, STEVEN",H,DEM,OPEN,NY,645896.99,,645896.99,836633.81,,,707304.16,1/1/2016,8/31/2016,,
"VANASSCHE, DAVID JAMES",H,REP,OPEN,MI,19923.74,,19923.74,170829.76,,161.98,170511.76,4/1/2016,8/31/2016,,
"MCKELVEY, JAMES K",H,REP,OPEN,VA,25515.04,,25515.04,498906.60,,245248.36,264586.64,1/1/2016,8/28/2016,,
"BONPASSE, MORRISON MCKELVY",P,DEM,OPEN,ME,,,0.00,,,,,1/1/2015,8/26/2016,,
"YANDIK, WILL",H,DEM,OPEN,NY,432376.61,,432376.61,435446.55,,,399804.24,1/1/2016,8/26/2016,,
"OSTRANDER, WILLIAM",H,DEM,OPEN,CA,47733.93,,47733.93,76326.00,,,66993.45,4/1/2015,8/23/2016,,
"BEILER, CHET",H,REP,OPEN,PA,109719.82,,109719.82,661637.87,,,653537.87,10/1/2015,8/12/2016,,
"BEITIKS, MIKELIS VALAINIS",S,IND,OPEN,CA,6500.00,,6500.00,6498.00,,,6348.00,4/20/2015,8/11/2016,,
"GRAYSON, DENA MD, PHD",H,DEM,OPEN,FL,420036.48,,420036.48,397859.83,,137176.65,397859.83,7/1/2015,8/10/2016,,
"REDD, SHAWN MR.",H,REP,OPEN,AZ,2725.00,,2725.00,36953.00,638.00,1734.00,36953.00,1/1/2016,8/10/2016,,
"RAMMELL, REX",H,REP,OPEN,WY,24500.00,,24500.00,306089.99,,12.00,10136.00,1/1/2016,8/3/2016,,
"SBAIH, JESSE",H,DEM,OPEN,NV,266831.88,,266831.88,772671.68,,,233595.88,7/23/2015,7/31/2016,,
"UNZ, RON",S,REP,OPEN,CA,69151.00,,69151.00,69149.00,,,69149.00,1/1/2016,7/27/2016,,
"DAVIS, DERECK EUGENE",H,DEM,OPEN,MD,451210.89,23991.00,475201.89,482459.19,,,287875.02,4/1/2015,7/22/2016,,
"RIVERS, DONOVAN LAMONT",H,DEM,OPEN,WA,1840.00,873.00,2713.00,10080.18,,,,1/1/2015,7/21/2016,,
"ANDERSON, DAVID M",H,DEM,OPEN,MD,72188.22,,72188.22,132276.22,,,129216.58,7/1/2015,7/15/2016,,
"ROSEBERRY, KAREN",S,REP,OPEN,CA,910.00,,910.00,910.00,,,,4/15/2016,7/15/2016,,
"SCHIESS, JOHN T",P,REP,OPEN,WI,,,0.00,3250.00,,,,11/5/2014,7/15/2016,,
"VILLARREAL, RUBEN OSCAR MR.",H,REP,OPEN,TX,71913.11,,71913.11,78947.29,,1114.24,78916.91,7/1/2015,7/15/2016,,
"WHITE, KEVIN FRANCIS LT COL",H,REP,OPEN,OH,3100.00,,3100.00,20000.00,,,19982.85,10/6/2015,7/15/2016,,
"WILLIAMS, ELAINE WHIGHAM",P,DEM,OPEN,FL,5000.00,,5000.00,378.00,,4992.00,348.00,1/31/2015,7/15/2016,,
"BATTS, JASON",H,REP,OPEN,KY,155479.19,,155479.19,179926.20,,552.99,176664.44,10/1/2015,7/14/2016,,
"MIX, RICHARD",H,REP,OPEN,GA,78380.00,,78380.00,60801.47,,-28572.23,60801.47,1/1/2016,7/14/2016,,
"TARBELL, BILL",S,REP,OPEN,NV,165.00,,165.00,42896.00,,,42896.00,7/22/2015,7/14/2016,,
"MARTYN, BRYAN",H,REP,OPEN,AZ,4965.00,,4965.00,4965.00,,,2965.00,4/1/2016,7/13/2016,,
"HOOE, JOSEPH DAVID",S,REP,OPEN,MD,5320.00,,5320.00,13903.00,100.00,15.00,5362.00,1/1/2016,7/8/2016,,
"TESENY, PAUL ANTHONY MR",P,IND,OPEN,PA,,,0.00,,,,,7/1/2015,7/4/2016,,
"BARVE, KUMAR",H,DEM,OPEN,MD,610971.47,,610971.47,610971.47,6736.73,6736.73,593123.47,1/1/2015,6/30/2016,,
"BLAKE, ROBERT EDWARD",H,REP,OPEN,FL,15700.00,,15700.00,9592.00,,6104.00,9592.00,4/1/2016,6/30/2016,,
"BOWERS, KERRY DALE",H,REP,OPEN,NV,23463.21,,23463.21,23449.21,,-455.86,23449.21,1/1/2016,6/30/2016,,
"CASTILLO, CHRISTOPHER",H,REP,OPEN,CA,8840.00,,8840.00,8840.00,,,8840.00,2/7/2015,6/30/2016,,
"CHRISTOPHER, WARREN",H,DEM,OPEN,MD,194481.82,,194481.82,126045.81,,118664.01,75817.81,1/1/2015,6/30/2016,,
"CIOTTI, ANTHONY MR. III",P,IND,OPEN,CA,3035.00,,3035.00,2791.33,,1189.71,2791.33,6/1/2015,6/30/2016,,
"CLEMENTS, THOMAS PATRICK",P,LIB,OPEN,LA,,,0.00,,,,,1/1/2016,6/30/2016,,
"CUMMINGS, DANIEL CLYDE",P,CST,OPEN,WY,15.00,,15.00,15.00,,,,4/1/2016,6/30/2016,,
"DOUGLAS, RICHARD JAMES",S,REP,OPEN,MD,23924.00,,23924.00,23894.00,,,21394.00,7/1/2015,6/30/2016,,
"DREW, ARTHUR",P,IND,OPEN,PA,6075.00,,6075.00,5821.00,,253.00,,7/16/2015,6/30/2016,,
"GREY, CLIVE",S,IND,OPEN,CA,15620.00,,15620.00,71366.00,,,69095.00,10/1/2015,6/30/2016,,
"HOINOSKI, DALE",P,IND,OPEN,MO,,,0.00,,,,,6/1/2013,6/30/2016,,
"JOHNSON, JOHN FITZGERALD MR.",P,IND,OPEN,OH,7500.00,,7500.00,17500.00,1000.00,14000.00,8500.00,10/1/2015,6/30/2016,,
"LUPINACCI, CHAD ANTHONY",H,REP,OPEN,NY,2320.00,,2320.00,27720.00,,,2457.30,1/1/2016,6/30/2016,,
"LYNCH, JAMES P SR",P,REP,OPEN,IL,95.00,,95.00,43476.00,100.00,,,10/1/2015,6/30/2016,,
"MALDONADO, DAVID JOSEPH",H,REP,OPEN,TN,184.00,,184.00,3014.81,,3012.62,3014.81,1/1/2016,6/30/2016,,
"MALONEY, JAMES",H,DEM,OPEN,AZ,94476.11,,94476.11,24030.06,,70446.05,24030.06,12/1/2015,6/30/2016,,
"MANLEY, ELIJAH D",P,GRE,OPEN,FL,7969.20,65.00,8034.20,6767.32,-38.00,-18.59,7302.42,8/1/2015,6/30/2016,,
"MARK, MIKE",P,IND,OPEN,KY,47.00,,47.00,47.00,,,,3/1/2016,6/30/2016,,
"MARTIN, ANDREW NOMORECPD",P,UNK,OPEN,NY,,,0.00,,,,,9/6/2015,6/30/2016,,
"MAYO, JAMIE",H,DEM,OPEN,LA,9364.00,,9364.00,10895.87,1781.47,249.60,2435.27,1/1/2015,6/30/2016,,
"MYERS, GAR",S,IND,OPEN,CA,600.00,,600.00,599.00,,,599.00,1/1/2016,6/30/2016,,
"NAUGHTON, SHAUGHNESSY",H,DEM,OPEN,PA,1473944.62,,1473944.62,1475863.57,1088.58,,1370046.19,1/1/2015,6/30/2016,,
"NOLAND, MICHAEL",H,DEM,OPEN,IL,311087.06,,311087.06,311618.73,,,302189.74,4/1/2015,6/30/2016,,
"PALZER, THOMAS EDWARD",S,REP,OPEN,CA,25588.00,,25588.00,24103.00,,984.00,24203.00,1/1/2015,6/30/2016,,
"PESQUERA, CARLOS IGNACIO",H,OTH,OPEN,PR,409651.02,,409651.02,451707.43,,-26181.93,451707.43,12/23/2015,6/30/2016,,
"PYBRUM, STEVEN M",S,REP,OPEN,CA,1250.00,,1250.00,1250.00,,,1250.00,1/1/2016,6/30/2016,,
"RANGEL, RICARDO",H,DEM,OPEN,FL,31324.99,,31324.99,31349.99,,,30349.99,7/1/2015,6/30/2016,,
"ROBERTSON, GLEN CHARLES MR.",H,REP,OPEN,TX,718571.63,,718571.63,2171269.25,,,1816132.27,10/1/2015,6/30/2016,,
"SCHNACKENBERG, MATTHEW JOHN",H,LIB,OPEN,FL,1611.00,,1611.00,1274.00,,327.00,1236.00,1/27/2015,6/30/2016,,
"SHERMAN, JEFFERSON WOODSON",P,REP,OPEN,MD,18873.00,,18873.00,18873.00,,,,3/30/2015,6/30/2016,,
"SOOD, AJAY",P,IND,OPEN,KS,537.00,,537.00,10189.00,,158.00,10189.00,4/27/2015,6/30/2016,,
"STEINBERG, MICHAEL ALAN",P,DEM,OPEN,FL,6765.68,,6765.68,6756.18,,,6756.18,1/1/2015,6/30/2016,,
"SUNDHEIM, GEORGE 'DUF'",S,REP,OPEN,CA,762204.00,,762204.00,1002702.00,,,686503.00,1/1/2015,6/30/2016,,
"SWEETEN, RANCE G RANDY""""",H,DEM,OPEN,TX,58973.12,,58973.12,121000.99,,171.03,94623.77,10/1/2015,6/30/2016,,
"TOM, KIP E",H,REP,OPEN,IN,842248.47,,842248.47,992262.07,,,955064.39,7/1/2015,6/30/2016,,
"TRUITT, PAUL EDWARD DVM",P,IND,OPEN,KY,,,0.00,,,,,6/1/2015,6/30/2016,,
"TYRREL, CHARLES T.",H,REP,OPEN,WY,6950.00,,6950.00,39085.98,,-2135.98,39085.98,1/1/2016,6/30/2016,,
"WEISS, JUDD",P,LIB,OPEN,CA,24991.00,,24991.00,24991.00,,,24991.00,4/1/2016,6/30/2016,,
"WHITAKER, BOB",P,NNE,OPEN,SC,4326.29,622.82,4949.11,4286.64,,662.47,4286.64,8/1/2015,6/30/2016,,
"MUSANTE, MARCUS",H,DEM,OPEN,CA,52739.00,,52739.00,39054.94,,4368.00,25876.00,4/1/2015,6/25/2016,,
"CHERRICKS, LIZA DAWN",P,IND,OPEN,DE,,,0.00,,,,,2/27/2007,6/21/2016,,
"HECK, THOMAS",S,REP,OPEN,NV,21234.00,,21234.00,21234.00,,,21234.00,3/18/2016,6/14/2016,,
"KEFALAS, CHRYSOVALANTIS P",S,REP,OPEN,MD,283762.00,,283762.00,284331.00,,,264534.00,4/1/2015,5/31/2016,,
"PENA-MELNYK, JOSELINE A.",H,DEM,OPEN,MD,939707.62,,939707.62,941304.58,,,890864.60,3/17/2015,5/31/2016,,
"ELIZONDO, DOLLY",H,DEM,OPEN,TX,186394.88,,186394.88,352895.28,,-1379.97,332324.85,12/2/2015,5/30/2016,,
"PETRI, SCOTT",H,REP,OPEN,PA,306110.00,,306110.00,306670.00,,,84473.40,7/1/2015,5/27/2016,,
"WARREN, ANDREW L",H,REP,OPEN,PA,18860.00,,18860.00,40858.00,,,10022.00,6/1/2015,5/25/2016,,
"HALL, ROBERT",H,REP,OPEN,IN,8498.42,,8498.42,8498.42,,,8498.42,9/3/2015,5/24/2016,,
"BRANDMAN, JORDAN",H,DEM,OPEN,CA,96506.24,,96506.24,121957.39,,,65682.13,7/1/2015,5/18/2016,,
"MUNROE, MASSIE BS MS PE",S,DEM,OPEN,CA,98.00,,98.00,,,98.00,,1/4/2016,5/18/2016,,
"DUOME, MARC DR.",H,REP,OPEN,PA,9326.00,,9326.00,11326.00,,,11151.59,1/1/2016,5/16/2016,,
"WILSON, WILLIE",P,DEM,OPEN,IL,35390.25,,35390.25,1100421.65,,,4426489.83,4/1/2015,5/6/2016,,
"STALEY, VIOLET SCHERYL",S,DEM,OPEN,MD,7302.00,,7302.00,11952.00,5500.00,,5700.00,7/15/2015,4/26/2016,,
"PITTMAN, M BRENT",S,LIB,OPEN,IN,,,0.00,,,,,3/9/2016,4/23/2016,,
"BULLWINKEL, DEBORAH M",H,DEM,OPEN,IL,84050.00,,84050.00,90728.29,,,69124.20,7/1/2015,4/15/2016,,
"MARTIN, JACK",H,REP,OPEN,FL,10020.00,,10020.00,10320.00,,,4000.00,1/1/2016,4/15/2016,,
"PARRISH, DON",H,REP,OPEN,TX,11525.00,,11525.00,52525.00,,,18046.63,10/1/2015,4/15/2016,,
"SPURLINO, JIM",H,REP,OPEN,OH,151006.68,,151006.68,351006.68,,,340956.68,12/14/2015,4/15/2016,,
"HOLLIDAY, ED",H,REP,OPEN,MS,30365.00,,30365.00,140365.00,,,139438.09,3/15/2015,4/14/2016,,
"HOLCOMB, ERIC JOSEPH",S,REP,OPEN,IN,510517.00,,510517.00,511094.00,,,373490.00,1/1/2015,4/10/2016,,
"ANDERS, SAMUEL",H,REP,OPEN,GA,1182.25,,1182.25,6547.34,,312.63,6469.62,1/1/2016,3/31/2016,,
"BEERS, ROBERT T",S,REP,OPEN,NV,59239.00,,59239.00,65298.00,6059.00,,65298.00,1/1/2015,3/31/2016,,
"CORLEY, JASON ERIC MR.",H,REP,OPEN,TX,3550.00,,3550.00,11264.95,3954.43,-3760.52,11264.95,1/1/2016,3/31/2016,,
"DEAN, DANIEL LANE",P,UNK,OPEN,CA,,,0.00,,,,,1/1/2015,3/31/2016,,
"GORDON, DAVID JOSEPH",H,DEM,OPEN,NY,3575.00,,3575.00,3508.94,,66.06,3508.94,1/1/2016,3/31/2016,,
"JONES, THOMAS FRANKLIN",S,IND,OPEN,NV,215.00,,215.00,1200.00,,1015.00,1200.00,1/1/2016,3/31/2016,,
"KELSO, LLOYD THOMAS",P,DEM,OPEN,NC,12651.15,,12651.15,10418.44,,-37238.00,3972.72,4/1/2015,3/31/2016,,
"KONDRAT'YEV, AMANDA",H,DEM,OPEN,FL,20.00,,20.00,238.20,,20.00,238.20,1/1/2016,3/31/2016,,
"LYNCH, FRANK",P,REP,OPEN,FL,310.00,,310.00,20580.00,,,,7/1/2015,3/31/2016,,
"MATVEY, JOSEPH",H,REP,OPEN,OH,2583.00,,2583.00,2583.00,,,2583.00,2/25/2016,3/31/2016,,
"MEENA, JOHN ANTHONY",H,UN,OPEN,WY,,,0.00,,,,,1/1/2016,3/31/2016,,
"MOWERY, TOD",H,REP,OPEN,FL,101321.50,,101321.50,104265.51,,,24250.04,4/1/2015,3/31/2016,,
"QUINTANILLA, JOEL",H,DEM,OPEN,TX,11363.41,,11363.41,19187.99,,1175.42,19187.99,1/1/2016,3/31/2016,,
"RAMIREZ HINOJOSA, RUBEN",H,DEM,OPEN,TX,4950.00,,4950.00,4796.00,,152.00,4796.00,1/1/2015,3/31/2016,,
"RAMIREZ, AL",S,REP,OPEN,CA,,,0.00,,,,,1/1/2016,3/31/2016,,
