can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"TARKANIAN, DANNY",H,REP,OPEN,NV,"$1,638,875.89 ","$3,915.00 ","$1,482,252.76 ",,"$259,237.11 ","$1,446,605.89 ",7/1/2015,10/19/2016,,
"TEACHOUT, ZEPHYR",H,DEM,OPEN,NY,"$3,893,295.22 ",,"$2,422,345.91 ",,"$1,471,949.31 ","$2,392,048.90 ",1/1/2016,10/19/2016,,
"WALKINSHAW, BRADY PINERO",H,DEM,OPEN,WA,"$1,637,060.75 ",,"$1,503,236.34 ",,"$135,153.08 ","$1,495,137.67 ",10/1/2015,10/19/2016,,
"WALLACE, NANCY",H,GRE,OPEN,MD,"$9,612.11 ",,"$8,317.96 ",,"$3,617.24 ","$6,895.96 ",1/1/2016,10/19/2016,,
"WILLIAMS, CLYDE EDWARD JR",H,DEM,OPEN,NY,"$527,951.27 ",,"$527,951.27 ",,,"$471,351.27 ",4/1/2015,10/19/2016,,
"WILLIAMS, JARROD M.",S,IND,OPEN,NV,"$2,277.00 ",,"$2,261.00 ",,$16.00 ,"$2,261.00 ",4/1/2016,10/19/2016,,
"YODER, SHELLI",H,DEM,OPEN,IN,"$1,212,815.11 ",,"$1,141,246.85 ",,"$71,568.26 ","$1,137,371.85 ",8/17/2015,10/19/2016,,
"BORDERS, JASON D",H,DEM,OPEN,FL,$646.91 ,,$646.91 ,,,$646.91 ,1/1/2015,10/17/2016,,
"BYDLAK, REBEKAH JOHANSEN MRS.",H,REP,OPEN,FL,"$236,056.87 ",,"$240,131.18 ",,,"$215,156.87 ",4/12/2016,10/17/2016,,
"CANNON, NELSON JEROME",H,DEM,OPEN,MI,"$76,262.67 ",,"$80,684.46 ",,($986.19),"$77,216.46 ",7/1/2015,10/15/2016,,
"MALNES, BRIAN EDWARD",H,IND,OPEN,AZ,"$30,000.00 ",,"$25,000.00 ",,"$5,000.00 ","$25,000.00 ",1/25/2016,10/15/2016,,
"STAPLEY, DONALD T",H,REP,OPEN,AZ,"$262,692.00 ",,"$512,692.28 ",,,"$501,948.70 ",4/1/2016,10/15/2016,,
"TANZLER, HANS MR. III",H,REP,OPEN,FL,"$430,384.68 ",,"$834,250.36 ",,,"$813,784.68 ",4/1/2016,10/15/2016,,
"LEE, MONROE",P,REP,OPEN,FL,,,$26.00 ,,,,4/15/2015,10/12/2016,,
"KREML, WILLIAM P",P,GRE,OPEN,SC,"$7,294.96 ",,"$7,294.96 ",,,"$6,166.54 ",10/1/2015,10/6/2016,,
"ADAMS, BOYCE",H,REP,OPEN,MS,"$141,231.00 ",,"$510,200.03 ",,"$16,565.38 ","$508,199.62 ",1/1/2015,9/30/2016,,
"ALLEN, JASON EDWARD",H,REP,OPEN,MI,"$372,360.27 ",,"$429,426.44 ",,$248.17 ,"$419,896.44 ",1/1/2016,9/30/2016,,
"ANDREWS, CHARLES PERRY III",P,REP,OPEN,KS,$6.00 ,,"$1,000.00 ","$1,000.00 ",,,1/1/2015,9/30/2016,,
"ANGLE, SHARRON E",S,REP,OPEN,NV,"$215,572.00 ",,"$208,825.00 ",,"$6,745.00 ","$208,825.00 ",1/1/2016,9/30/2016,,
"BARNEY, SEAN",H,DEM,OPEN,DE,"$767,226.65 ",,"$771,391.89 ",,"$1,091.68 ","$738,637.31 ",10/1/2015,9/30/2016,,
"BASIAGO, ANDREW DANIEL",P,IND,OPEN,VA,"$17,034.27 ",,"$19,334.11 ",,"($2,715.35)","$9,479.00 ",3/1/2014,9/30/2016,,
"BENNETT, KEN",H,REP,OPEN,AZ,"$393,873.10 ",,"$459,969.64 ",,"$3,903.80 ","$430,989.02 ",1/12/2015,9/30/2016,,
"BISHOP, BOB",H,REP,OPEN,NY,"$36,190.00 ",,"$36,240.00 ",,,"$35,690.00 ",10/1/2015,9/30/2016,,
"BUSH, JEB",P,REP,OPEN,FL,"$34,365,074.58 ",,"$35,432,192.02 ",,"$57,666.91 ","$207,828,271.23 ",4/1/2015,9/30/2016,,
"CAGE, ERICKE",H,DEM,OPEN,VA,"$29,391.25 ",,"$14,397.01 ",,"$14,994.24 ","$14,387.41 ",4/1/2015,9/30/2016,,
"CARDWELL, CHARLES PATTESON IV",H,REP,OPEN,VA,"$40,469.00 ",,"$87,291.88 ",,$677.12 ,"$87,191.88 ",1/1/2016,9/30/2016,,
"CARROLL, JERRY LEON",S,OTH,OPEN,CA,,,$150.00 ,$10.00 ,$10.00 ,,12/31/2014,9/30/2016,,
"CARROLL, JERRY LEON",P,NNE,OPEN,CA,,,$140.00 ,$2.00 ,$2.00 ,,12/31/2014,9/30/2016,,
"CARTER, WILLIE FELIX",P,DEM,OPEN,TX,"$13,325.00 ",,"$13,415.00 ",$97.00 ,$97.00 ,,1/1/2015,9/30/2016,,
"CASPERSON, TOM",H,REP,OPEN,MI,"$467,505.40 ",,"$520,343.87 ",$366.60 ,$698.79 ,"$499,546.12 ",1/1/2015,9/30/2016,,
"CHANE, JONATHAN",H,DEM,OPEN,FL,"$585,689.53 ",,"$714,117.48 ",,"$4,572.05 ","$651,616.14 ",7/1/2015,9/30/2016,,
"CHAVEZ, ROCKY",S,REP,OPEN,CA,"$116,915.00 ",,"$119,761.00 ",,,"$119,761.00 ",1/1/2015,9/30/2016,,
"CHRISTIE, CHRISTOPHER J",P,REP,OPEN,NJ,"$8,548,966.85 ",,"$8,714,737.15 ",,"$30,849.61 ","$57,073,168.43 ",7/1/2015,9/30/2016,,
"CLEMENTS, THOMAS PATRICK",S,REP,OPEN,LA,,,"($1,458.00)",,"$12,783.80 ","$1,980.00 ",1/1/2015,9/30/2016,,
"CONLON, GREG",S,REP,OPEN,CA,"$30,905.00 ",,"$51,621.00 ",,$89.00 ,"$51,621.00 ",1/1/2016,9/30/2016,,
"COOK, SUZAN JOHNSON",H,DEM,OPEN,NY,"$256,308.48 ",,"$315,943.05 ",,,"$308,162.99 ",5/1/2015,9/30/2016,,
"COOK, TAMARKUS",H,DEM,OPEN,GA,"$16,640.97 ",,"$4,343.94 ","$3,000.00 ","$3,277.03 ","$4,343.94 ",1/1/2016,9/30/2016,,
"CRABTREE, VALLERI",H,DEM,OPEN,FL,"$25,734.61 ",,"$66,141.32 ",$230.76 ,$199.05 ,"$66,041.32 ",1/1/2015,9/30/2016,,
"CRANE, MICHAEL ROBERT",H,REP,OPEN,GA,"$527,514.04 ",,"$513,733.94 ",,"$14,480.10 ","$489,931.94 ",1/1/2015,9/30/2016,,
"CRUZ, RAFAEL EDWARD TED""""",P,REP,OPEN,TX,"$92,137,218.65 ","$250,012.93 ","$93,373,187.27 ",,"$96,665.59 ","$724,308,424.20 ",1/1/2015,9/30/2016,,
"CULLERTON, TOM",H,DEM,OPEN,IL,"$139,931.07 ",,"$143,185.69 ",,"($3,252.98)","$118,178.57 ",4/1/2015,9/30/2016,,
"DEL BECCARO, THOMAS",S,REP,OPEN,CA,"$449,911.00 ",,"$519,960.00 ",,"$3,838.00 ","$488,820.00 ",1/1/2015,9/30/2016,,
"DEL ROSSO, MICHAEL JOSEPH MR.",H,REP,OPEN,VA,"$97,637.92 ",,"$97,326.89 ",,$311.03 ,"$94,526.89 ",1/1/2016,9/30/2016,,
"DICKERSON, JOHN MARTIN",S,DEM,OPEN,IN,"$72,798.00 ",,"$72,885.00 ",,$29.00 ,"$72,769.00 ",8/12/2015,9/30/2016,,
"DOSEV, CRIS",H,REP,OPEN,FL,"$87,698.03 ",,"$467,007.68 ",,"$15,699.25 ","$456,698.78 ",4/1/2016,9/30/2016,,
"DOYLE, COLIN B",P,IND,OPEN,OR,$875.00 ,,"$6,062.25 ",,,"$6,062.25 ",10/1/2015,9/30/2016,,
"DUNN, JOSEPH",H,DEM,OPEN,CA,"$427,400.99 ",,"$427,372.64 ",,$111.04 ,"$390,112.64 ",8/8/2015,9/30/2016,,
"EDWARDS, DONNA FERN",S,DEM,OPEN,MD,"$3,792,502.00 ","$9,000.00 ","$3,821,433.00 ",,"$2,233.00 ","$3,474,473.00 ",3/10/2015,9/30/2016,,
"EDWARDS, LA RESA",P,OTH,OPEN,GA,,,,"$4,300.00 ","$4,300.00 ",,10/1/2015,9/30/2016,,
"ELLIOTT, CLAIRE ELISABETH",P,IND,OPEN,GA,,,,,,,1/1/2015,9/30/2016,,
"ERICKSON, MATTHEW D",H,REP,OPEN,MN,"$63,319.60 ",,"$64,841.11 ",,$14.88 ,"$64,841.11 ",4/1/2016,9/30/2016,,
"EVERS, GREG",H,REP,OPEN,FL,"$234,714.05 ",,"$232,002.65 ",,"$2,711.40 ","$205,102.65 ",4/1/2016,9/30/2016,,
"FENSTERMAKER, SCOTT LLOYD MR.",H,N/A,OPEN,NY,"$4,180.00 ",,"$14,082.50 ","$3,712.09 ","$6,515.77 ","$14,082.50 ",4/1/2016,9/30/2016,,
"FIORE, MICHELE",H,REP,OPEN,NV,"$443,917.08 ",,"$436,795.96 ",,"$7,121.12 ","$420,995.96 ",10/1/2015,9/30/2016,,
"FLANEGAN, CHARLES EDWARD JR",H,REP,OPEN,GA,$750.00 ,,"$110,505.51 ",$199.76 ,"$43,444.25 ","$55,005.51 ",1/1/2015,9/30/2016,,
"FLINN, GEORGE S DR JR",H,REP,OPEN,TN,"$1,748.00 ","$230,811.25 ","$3,015,955.42 ",,"$11,603.83 ","$3,015,905.42 ",2/2/2016,9/30/2016,,
"FLYNN, MICHAEL",H,REP,OPEN,IL,"$173,899.35 ",,"$173,592.97 ",,$306.38 ,"$173,592.97 ",4/1/2015,9/30/2016,,
"FORLINI, ANTHONY G.",H,REP,OPEN,MI,"$84,673.97 ",,"$119,694.10 ",,$948.11 ,"$111,294.10 ",1/1/2016,9/30/2016,,
"FRASER, WILLIAM E",H,IND,OPEN,IL,"$1,314.00 ",,"$1,651.90 ",,$177.66 ,"$1,651.90 ",7/22/2015,9/30/2016,,
"FRAZIER, BRIAN WAYNE",H,REP,OPEN,FL,"$27,815.34 ",,"$28,160.87 ",,($345.53),"$28,160.87 ",4/1/2015,9/30/2016,,
"FUENTES, TALIA",H,DEM,OPEN,AZ,"$11,614.71 ",,"$10,346.70 ",,"$1,268.01 ","$10,346.70 ",4/22/2016,9/30/2016,,
"GALLAGHER, MICHAEL",H,DEM,OPEN,NY,"$53,764.09 ",,"$87,837.33 ",,"$6,938.95 ","$63,828.31 ",3/13/2015,9/30/2016,,
"GARRETT, GREGORY KEITH",H,REP,OPEN,TX,"$57,940.00 ",,"$108,161.18 ",,,"$65,987.33 ",10/16/2015,9/30/2016,,
"GLASGOW, NATHANIEL",P,REP,OPEN,NC,,,,,,,12/8/2015,9/30/2016,,
"GOMEZ, NELSON",P,DEM,OPEN,NY,,,,,,,9/1/2016,9/30/2016,,
"GOSS, CHAUNCEY P",H,REP,OPEN,FL,"$353,253.79 ",,"$392,853.79 ",,,"$386,429.01 ",4/1/2016,9/30/2016,,
"GOWAN , DAVID MATTHEW SR",H,REP,OPEN,AZ,"$406,358.03 ",,"$356,815.97 ",,"$49,542.06 ","$356,815.97 ",10/1/2015,9/30/2016,,
"GREER, JOHN BRADLEY MR",H,REP,OPEN,TN,"$143,732.86 ",,"$143,917.68 ",,"$5,072.23 ","$124,160.63 ",1/1/2016,9/30/2016,,
"HALL, DAVID EAMES",P,REP,OPEN,FL,$100.00 ,,$29.50 ,$100.00 ,$169.00 ,$4.59 ,10/1/2015,9/30/2016,,
"HARDY, CHARLIE",H,DEM,OPEN,WY,"$14,745.68 ",,"$14,829.03 ",,($51.56),"$14,829.03 ",4/1/2016,9/30/2016,,
"HEANEY, ANDREW",H,REP,OPEN,NY,"$1,483,679.24 ",,"$1,959,725.92 ",,$329.61 ,"$1,774,030.48 ",7/1/2015,9/30/2016,,
"HILL, BARON P",S,DEM,OPEN,IN,"$1,382,590.00 ",,"$1,036,886.00 ",,"$349,314.00 ","$977,740.00 ",4/1/2015,9/30/2016,,
"HOUCHIN, ERIN",H,REP,OPEN,IN,"$524,178.05 ",,"$524,323.97 ",,,"$501,714.02 ",7/1/2015,9/30/2016,,
"HOWE, JOHN STERLING",H,REP,OPEN,MN,"$108,539.09 ",,"$833,733.95 ",,"$17,655.14 ","$113,383.95 ",7/1/2015,9/30/2016,,
"HUCKABEE, MIKE",P,REP,OPEN,AR,"$4,327,403.99 ",,"$4,328,550.97 ",,"$7,352.63 ","$45,546,183.22 ",4/1/2015,9/30/2016,,
"ISAKSON, STEVE WESLEY PHD",H,NNE,OPEN,CA,,,"$14,327.97 ",,"$38,243.94 ","$6,788.07 ",1/1/2016,9/30/2016,,
"IVEY, GLENN FREDERICK",H,DEM,OPEN,MD,"$1,065,060.06 ",,"$1,068,210.74 ","$4,712.10 ","$1,848.90 ","$1,011,283.86 ",1/1/2015,9/30/2016,,
"IWACHIW, WALTER N",P,REP,OPEN,NY,,,"$1,352.00 ",,$630.00 ,,12/14/2015,9/30/2016,,
"IZZO, ROSE",H,REP,OPEN,DE,"$24,255.00 ",,"$24,344.82 ",$16.98 ,$20.16 ,"$24,030.00 ",1/1/2015,9/30/2016,,
"JAWANDO, WILL MR.",H,DEM,OPEN,MD,"$532,080.74 ",,"$534,871.43 ",,$538.99 ,"$505,301.75 ",4/1/2015,9/30/2016,,
"JONES, CHRISTINE",H,REP,OPEN,AZ,"$73,415.94 ",,"$1,950,060.29 ",,"$29,209.39 ","$1,944,660.29 ",1/1/2016,9/30/2016,,
"KAIMAN, JON",H,DEM,OPEN,NY,"$440,328.45 ",,"$440,164.98 ",,$163.47 ,"$440,164.98 ",1/1/2016,9/30/2016,,
"KAPLAN, ANNA",H,DEM,OPEN,NY,"$471,743.00 ",,"$826,085.88 ",,,"$748,774.21 ",1/1/2016,9/30/2016,,
"KASICH, JOHN R",P,REP,OPEN,OH,"$19,329,486.89 ",,"$19,426,074.85 ",,"$179,886.17 ","$113,462,487.02 ",7/1/2015,9/30/2016,,
"KAUFMAN, STEVE",H,REP,OPEN,FL,"$27,833.00 ",,"$32,239.37 ",,"$1,289.63 ","$29,643.37 ",6/6/2016,9/30/2016,,
"KELLER, CRAIG",H,REP,OPEN,WA,"$1,811.00 ",,"$1,996.00 ",$526.00 ,$341.00 ,"$1,800.00 ",1/1/2015,9/30/2016,,
"KELSEY, BRIAN",H,REP,OPEN,TN,"$835,827.16 ",,"$847,178.61 ",,"$1,448.55 ","$765,278.61 ",2/1/2016,9/30/2016,,
"KIEHNE, GARY",H,REP,OPEN,AZ,"$367,911.09 ",,"$1,124,669.16 ","$5,188.33 ",$690.37 ,"$770,412.16 ",1/1/2015,9/30/2016,,
"KNEZEK, ERICK",H,REP,OPEN,LA,"$130,465.16 ",,"$570,449.42 ",,"$11,965.74 ","$167,549.42 ",12/31/2015,9/30/2016,,
"KOKKONEN, MATT",H,REP,OPEN,CA,"$9,101.00 ",,"$75,774.62 ",,"$144,569.36 ","$75,031.64 ",1/1/2016,9/30/2016,,
"KONSMO, MICHAEL MR.",H,REP,OPEN,WY,"$16,115.00 ",,"$16,269.61 ",,($154.61),"$16,269.61 ",12/16/2015,9/30/2016,,
"KOZELL, RICK",H,REP,OPEN,FL,"$654,789.46 ",,"$649,482.27 ",,"$7,293.67 ","$571,563.95 ",4/1/2015,9/30/2016,,
"LASEE, FRANK",H,REP,OPEN,WI,"$323,088.17 ","$1,000.00 ","$185,820.20 ",$100.00 ,"$138,367.97 ","$185,720.20 ",1/1/2016,9/30/2016,,
"LAUREL-SMITH, ABBEY",P,IND,OPEN,NY,,,"$33,980.00 ",,"($33,980.00)","$33,980.00 ",7/1/2016,9/30/2016,,
"LEATHERWOOD, THOMAS F III",H,REP,OPEN,TN,"$53,156.68 ",,"$52,710.45 ",$476.77 ,$964.95 ,"$52,610.45 ",1/1/2015,9/30/2016,,
"LIBRACE, DAVID",P,IND,OPEN,AR,,,,,,,6/1/2015,9/30/2016,,
"LLOYD, JUNE LA'GAY",P,IND,OPEN,WA,,,,,,,1/1/2015,9/30/2016,,
"LOPEZ, PETER D",H,REP,OPEN,NY,"$53,195.00 ",,"$36,052.55 ",,"$17,142.45 ","$17,352.55 ",10/1/2015,9/30/2016,,
"LUTTRELL, MARK H JR",H,REP,OPEN,TN,"$365,228.67 ",,"$359,181.23 ",,"$6,575.59 ","$346,838.08 ",1/1/2016,9/30/2016,,
"LUTZ, RANDALL ROY",P,IND,OPEN,FL,,,,,$40.00 ,,4/27/2015,9/30/2016,,
"MAHENDRA, SUJEET BOBBY NARENDRA",S,DEM,OPEN,NV,,,"$17,656.00 ",,"$7,342.00 ","$17,656.00 ",11/12/2015,9/30/2016,,
"MALDONADO, JOSEPH A",P,IND,OPEN,OK,$945.00 ,,"$4,926.00 ",,$27.00 ,,1/1/2016,9/30/2016,,
"MALIN, EDWARD ANTHONY",H,REP,OPEN,FL,"$57,100.00 ",,"$89,798.78 ",,"($2,698.78)","$89,798.78 ",4/1/2016,9/30/2016,,
"MATORY, LIZ MS.",H,REP,OPEN,MD,"$41,157.00 ",,"$40,260.54 ",,"($1,487.84)","$40,110.57 ",7/1/2015,9/30/2016,,
"MATTHEWS, ANDREW",H,REP,OPEN,NV,"$234,600.62 ",,"$255,205.38 ",,$32.32 ,"$253,055.38 ",6/1/2015,9/30/2016,,
"MATTHEWS, KATHLEEN",H,DEM,OPEN,MD,"$2,254,804.97 ","$4,653.17 ","$2,864,909.51 ",,"$35,441.07 ","$2,738,993.74 ",4/1/2015,9/30/2016,,
"MAY, DONALD ROBERT LEE",H,REP,OPEN,TX,"$53,164.00 ",,"$177,276.81 ","$3,694.57 ","($1,132.06)","$176,407.96 ",1/1/2015,9/30/2016,,
"MCAFEE, JOHN DAVID",P,LIB,OPEN,TN,"$20,247.23 ",,"$35,816.73 ",,"$16,430.50 ","$59,502.95 ",2/1/2016,9/30/2016,,
"MCNULTY, TERRY J MR.",H,REP,OPEN,WI,"$10,244.17 ",,"$12,975.67 ",,"($1,267.50)","$12,975.67 ",1/1/2016,9/30/2016,,
"MESPLAY, KENT PHILIP",P,GRE,OPEN,CA,"$3,756.00 ",,"$4,574.00 ",$46.00 ,$79.00 ,,1/1/2015,9/30/2016,,
"MESSINA, PETER",P,REP,OPEN,FL,$133.00 ,,"$5,143.77 ",,"($2,245.83)","$5,955.29 ",7/1/2015,9/30/2016,,
"MILLER, DARLENE",H,REP,OPEN,MN,"$411,749.70 ","$16,695.92 ","$428,258.47 ",,"$2,822.92 ","$369,722.70 ",1/1/2016,9/30/2016,,
"MILLS, JOHN",H,REP,OPEN,FL,$380.00 ,,"$8,576.29 ","$1,223.45 ",$523.13 ,"$8,576.29 ",1/1/2015,9/30/2016,,
"MILLS, JOHN JOHN",H,REP,OPEN,TN,$380.00 ,,"$8,576.29 ","$1,223.45 ",$523.13 ,"$8,576.29 ",1/1/2015,9/30/2016,,
"MORAN, JEFF",H,REP,OPEN,FL,"$15,845.00 ",,"$20,240.80 ",,$604.20 ,"$19,440.80 ",1/1/2016,9/30/2016,,
"NEGRON, REBECCA",H,REP,OPEN,FL,"$1,115,993.25 ",,"$1,124,011.67 ",,$365.79 ,"$947,252.46 ",4/1/2015,9/30/2016,,
"NIGHTENHELSER, TODD ALAN",H,DEM,OPEN,IN,"$2,344.18 ",,$715.83 ,,$9.58 ,$715.83 ,7/1/2015,9/30/2016,,
"NIKPOUR, NOELLE",H,REP,OPEN,FL,"$225,827.00 ",,"$231,207.88 ",,$619.12 ,"$180,207.88 ",7/1/2015,9/30/2016,,
"O'MALLEY, MARTIN JOSEPH",P,DEM,OPEN,MD,"$4,689,261.33 ",,"$6,259,942.64 ",,"$98,477.68 ","$57,463,215.84 ",4/1/2015,9/30/2016,,
"OLSON, JUSTIN",H,REP,OPEN,AZ,"$52,575.12 ",,"$152,409.84 ",,$945.97 ,"$151,429.15 ",1/1/2016,9/30/2016,,
"PACE, JIM",H,REP,OPEN,GA,"$280,547.01 ",,"$528,762.17 ",,"$1,784.84 ","$524,812.17 ",1/1/2016,9/30/2016,,
"PALACIOS, JUAN SONNY JR",H,DEM,OPEN,TX,"$186,010.98 ",,"$478,221.34 ",,"($3,544.16)","$467,030.14 ",11/17/2015,9/30/2016,,
"PAPE, MICHAEL J",H,REP,OPEN,KY,"$423,854.00 ",,"$425,120.66 ",,$32.00 ,"$421,593.22 ",10/1/2015,9/30/2016,,
"PASICK, DAVID MATTHEW",H,LIB,OPEN,NY,$136.00 ,,$18.92 ,,$125.00 ,$11.00 ,4/1/2016,9/30/2016,,
"PATAKI, GEORGE E",P,REP,OPEN,NY,"$511,332.35 ",,"$535,130.57 ",,"$12,136.98 ","$978,642.03 ",4/1/2015,9/30/2016,,
"PAVLOV, PHILLIP S.",H,REP,OPEN,MI,"$370,152.60 ",,"$401,598.96 ",,"$2,719.55 ","$399,510.96 ",1/1/2015,9/30/2016,,
"PELLERIN, JOSHUA A",S,DEM,OPEN,LA,"$75,007.00 ",,"$164,587.00 ",,$119.00 ,"$152,310.00 ",1/1/2016,9/30/2016,,
"PERRY, JAMES R (RICK)",P,REP,OPEN,TX,"$1,336,316.18 ",,"$1,767,403.90 ","$342,088.67 ","$1,818.05 ","$8,857,331.09 ",1/1/2015,9/30/2016,,
"PETERSEN, AUSTIN WADE",P,LIB,OPEN,MO,"$115,300.01 ",,"$115,433.21 ",,,"$574,419.43 ",11/25/2015,9/30/2016,,
"PETERSON, BOB",H,REP,OPEN,CA,"$18,918.00 ",,"$29,135.64 ",,"$1,823.36 ","$29,094.64 ",1/1/2016,9/30/2016,,
"PFAFF, JAMES R",H,REP,OPEN,IN,"$28,512.43 ",,"$31,777.63 ",,,"$31,514.68 ",7/1/2015,9/30/2016,,
"PIDOT, PHILIP MARTIN",H,REP,OPEN,NY,"$132,208.03 ",,"$152,210.22 ",,,"$144,110.22 ",1/1/2016,9/30/2016,,
"POWELL, ADAM CLAYTON IV",H,DEM,OPEN,NY,"$172,674.18 ",,"$204,022.24 ","$25,797.90 ","$25,405.29 ","$198,010.61 ",1/1/2015,9/30/2016,,
"PRAG, CHOMI",P,REP,OPEN,WI,"$1,000.00 ",,"$1,000.00 ",,,,10/13/2015,9/30/2016,,
"PUESCHEL, DEBORAH KATZ",H,W,OPEN,FL,,,,$698.00 ,$698.00 ,,1/1/2015,9/30/2016,,
"RANDOLPH, SUSANNAH",H,DEM,OPEN,FL,"$773,789.34 ",,"$770,177.02 ",,"$10,266.76 ","$721,723.65 ",7/1/2015,9/30/2016,,
"RAY, LAKE GROSS III",H,REP,OPEN,FL,"$125,801.64 ",,"$232,966.93 ",,"$1,572.71 ","$231,478.93 ",4/1/2016,9/30/2016,,
"RIENTS, DONALD RAY",H,REP,OPEN,IL,"$7,052.98 ",,"$6,871.41 ",,$181.57 ,"$6,871.41 ",4/1/2015,9/30/2016,,
"ROBERSON, MICHAEL",H,REP,OPEN,NV,"$976,153.00 ",,"$977,617.22 ",,,"$829,085.26 ",7/1/2015,9/30/2016,,
"ROBINSON JR, JACK BURTON",P,LIB,OPEN,SC,"$22,518.00 ",,"$20,913.00 ",,"$1,568.00 ",,7/1/2015,9/30/2016,,
"RODEO, KENNY",P,REP,OPEN,CO,,,,,,,4/1/2015,9/30/2016,,
"ROGERS, WENDY",H,REP,OPEN,AZ,"$485,207.13 ",,"$545,110.32 ","$53,966.09 ","$7,152.78 ","$478,034.32 ",1/1/2015,9/30/2016,,
"ROSA, ANGEL",H,DEM,OPEN,PR,"$210,962.86 ",,"$207,382.25 ",,"$3,580.61 ","$191,459.25 ",12/20/2015,9/30/2016,,
"ROSS, HERMAN HENRY II",H,REP,OPEN,MS,"$107,884.26 ",,"$108,000.49 ",($301.75),($368.76),"$103,867.22 ",1/1/2015,9/30/2016,,
"ROTH, RICK",H,REP,OPEN,FL,"$90,940.52 ",,"$90,940.64 ",,($0.12),"$19,302.80 ",10/1/2015,9/30/2016,,
"RUBIN, JOEL MARTIN",H,DEM,OPEN,MD,"$290,645.62 ",,"$283,160.79 ",,"$8,070.43 ","$260,533.70 ",10/1/2015,9/30/2016,,
"RUBIO, MARCO",P,REP,OPEN,FL,"$45,818,117.38 ","$662,431.58 ","$51,191,082.94 ","$3,338,454.00 ","$273,485.43 ","$394,899,772.77 ",1/1/2015,9/30/2016,,
"SALINAS, XAVIER MR.",H,REP,OPEN,TX,"$99,780.19 ",,"$99,342.24 ",,$437.95 ,"$93,692.24 ",7/1/2015,9/30/2016,,
"SANTORUM, RICHARD J.",P,REP,OPEN,PA,"$1,380,637.19 ",,"$1,849,450.62 ","$19,180.37 ","$28,110.69 ","$14,156,209.75 ",1/1/2015,9/30/2016,,
"SCHNEIDER, HELENE",H,DEM,OPEN,CA,"$653,088.10 ",,"$667,766.05 ",,,"$565,785.05 ",1/1/2015,9/30/2016,,
"SCHREY, ELIZABETH ANNE",H,NPA,OPEN,FL,$213.00 ,,$212.00 ,,,$212.00 ,4/1/2016,9/30/2016,,
"SCHRINER, JOSEPH CHARLES",P,UNK,OPEN,OH,"$8,095.00 ",,"$8,085.00 ",,$10.00 ,,7/15/2014,9/30/2016,,
"SHEWBERT, DUSTIN RYAN MR SR",P,REP,OPEN,MD,,,,,,,7/1/2015,9/30/2016,,
"SHORT, BRYON HALL",H,DEM,OPEN,DE,"$225,232.85 ",,"$210,296.12 ",,"$25,416.73 ","$133,051.12 ",7/1/2015,9/30/2016,,
"SHREFFLER, DOUG",P,DEM,OPEN,CA,,,"$30,227.46 ",,"($8,765.32)","$35,860.14 ",1/1/2015,9/30/2016,,
"SINGER, ALEX CHANNING",H,DEM,OPEN,NV,"$4,864.97 ",,"$3,559.88 ",,$878.24 ,"$3,559.88 ",1/1/2016,9/30/2016,,
"SMITH, DARIN DALE",H,REP,OPEN,WY,"$50,966.00 ",,"$93,539.17 ",,$532.83 ,"$93,233.17 ",1/1/2016,9/30/2016,,
"SMITH, WILLIAM ROGER",P,IND,OPEN,WV,$264.00 ,,$3.00 ,,$25.00 ,$790.00 ,1/1/2016,9/30/2016,,
"SPONHEIM, DAVID JON",P,OTH,OPEN,WA,$287.00 ,,$525.00 ,"$3,448.00 ","$3,256.00 ",,1/1/2015,9/30/2016,,
"STARR, MICHAEL BOB",H,REP,OPEN,TX,"$248,906.67 ",,"$274,319.86 ",,,"$262,111.03 ",11/9/2015,9/30/2016,,
"STOKES, STEVE",S,DEM,OPEN,CA,"$12,678.00 ",,"$12,455.20 ",$249.91 ,"$2,126.00 ","$7,738.20 ",1/1/2015,9/30/2016,,
"STUBSON, TIMOTHY MICHAEL",H,REP,OPEN,WY,"$193,826.13 ",,"$269,226.13 ",,,"$263,339.40 ",1/1/2016,9/30/2016,,
"STUTZMAN, MARLIN A",S,REP,OPEN,IN,"$2,383,825.00 ","$10,860.00 ","$2,907,440.62 ","$469,796.12 ",$469.00 ,"$2,580,541.62 ",1/1/2015,9/30/2016,,
"TAGERT, MIKE",H,REP,OPEN,MS,"$481,355.00 ",,"$474,519.78 ",,"$6,835.22 ","$444,649.78 ",1/1/2015,9/30/2016,,
"TAYLOR, PRISCILLA ANN",H,DEM,OPEN,FL,"$163,619.00 ",,"$136,255.22 ",,"$27,363.78 ","$88,210.22 ",4/1/2015,9/30/2016,,
"TEIJEIRO, ANNETTE",H,REP,OPEN,NV,"$46,457.67 ",,"$46,779.68 ","($6,393.23)","$97,636.08 ","$46,779.68 ",1/1/2015,9/30/2016,,
"THOMAS, MARY",H,REP,OPEN,FL,"$1,050,597.52 ",,"$1,032,367.05 ",,"$63,230.47 ","$1,032,317.05 ",7/1/2015,9/30/2016,,
